,masa A,,
t,x,y,
3,633,0,241,-0,195
3,667,0,261,-0,166
3,700,0,281,-0,140
3,733,0,296,-8,783E-2
3,767,0,297,-3,037E-2
3,800,0,286,3,048E-2
3,833,0,262,8,006E-2
3,867,0,244,0,117
3,900,0,225,0,167
3,933,0,206,0,204
3,967,0,171,0,220
4,000,0,137,0,237
4,033,9,188E-2,0,261
4,067,5,132E-2,0,272
4,100,-2,770E-3,0,268
4,133,-2,916E-2,0,250
4,167,-5,555E-2,0,231
4,200,-8,193E-2,0,212
4,233,-9,839E-2,0,188
4,267,-0,115,0,165
4,300,-0,131,0,141
4,333,-0,139,0,116
4,367,-0,146,9,104E-2
4,400,-0,153,6,618E-2
4,433,-0,150,2,591E-2
4,467,-0,146,-1,436E-2
4,500,-0,142,-5,462E-2
4,533,-0,130,-8,748E-2
4,567,-0,118,-0,120
4,600,-0,106,-0,153
4,633,-8,615E-2,-0,179
4,667,-7,489E-2,-0,197
4,700,-3,545E-2,-0,233
4,733,-3,897E-3,-0,246
4,767,1,737E-3,-0,248
4,800,8,061E-2,-0,261
4,833,0,102,-0,260
4,867,0,128,-0,258
4,900,0,217,-0,217
4,933,0,239,-0,161
4,967,0,268,-0,122
5,000,0,288,7,946E-3
5,033,0,252,6,992E-2
5,067,0,239,0,135
5,100,0,199,0,206
5,133,0,126,0,237
5,167,7,611E-2,0,255
5,200,2,878E-2,0,263
5,233,2,089E-2,0,263
5,267,-7,038E-2,0,230
5,300,-8,088E-2,0,207
5,333,-0,124,0,166
5,367,-0,133,0,144
5,400,-0,148,9,769E-2
5,433,-0,161,3,612E-2
5,467,-0,156,-7,830E-3
5,500,-0,146,-5,672E-2
5,533,-0,131,-9,988E-2
5,567,-0,117,-0,143
5,600,-8,193E-2,-0,180
5,633,-6,474E-2,-0,210
5,667,-3,770E-2,-0,232
5,700,2,101E-3,-0,244
5,733,9,864E-2,-0,265
5,767,0,155,-0,259
5,800,0,206,-0,214
5,833,0,237,-0,155
5,867,0,258,-7,994E-2
5,900,0,244,5,672E-2
5,933,0,232,0,124
5,967,0,198,0,184
6,000,0,164,0,211
6,033,4,681E-2,0,275
6,067,-1,066E-2,0,270
6,100,-6,812E-2,0,237
6,133,-0,104,0,192
6,167,-0,129,0,144
6,200,-0,146,0,101
6,233,-0,144,9,471E-2
6,267,-0,152,-1,684E-2
6,300,-0,147,-4,412E-2
6,333,-0,126,-0,124
6,367,-9,291E-2,-0,173
6,400,-7,248E-2,-0,197
6,433,-5,167E-4,-0,250
6,467,6,033E-2,-0,266
6,500,0,134,-0,253
6,533,0,205,-0,206
6,567,0,242,-0,121
6,600,0,242,-5,252E-3
6,633,0,270,5,189E-2
6,667,0,251,0,110
6,700,0,144,0,228
6,733,6,033E-2,0,261
6,767,5,244E-2,0,263
6,800,-6,408E-2,0,226
6,833,-8,695E-2,0,202
6,867,-0,110,0,178
6,900,-0,154,6,618E-2
6,933,-0,157,3,499E-2
6,967,-0,155,-6,079E-2
7,000,-0,131,-0,123
7,033,-0,110,-0,153
7,067,-4,446E-2,-0,234
7,100,2,540E-2,-0,270
7,133,0,114,-0,279
7,167,0,217,-0,245
7,200,0,273,-0,194
7,233,0,297,-8,824E-2
7,267,0,306,4,097E-2
7,300,0,289,4,517E-2
7,333,0,122,0,241
7,367,8,193E-2,0,259
7,400,-3,046E-2,0,245
7,433,-8,824E-2,0,210
7,467,-0,114,0,184
7,500,-0,151,8,929E-2
7,533,-0,162,3,151E-2
7,567,-0,154,-3,887E-2
7,600,-0,126,-0,109
7,633,-9,769E-2,-0,176
7,667,-3,571E-2,-0,231
7,700,4,097E-2,-0,263
7,733,3,676E-2,-0,261
7,767,0,232,-0,230
7,800,0,289,-0,169
7,833,0,280,-0,145
7,867,0,263,0,124
7,900,0,145,0,236
7,933,0,159,0,229
7,967,-2,416E-2,0,262
8,000,-5,567E-2,0,237
8,033,-0,111,0,183
8,067,-0,154,7,773E-2
8,100,-0,157,1,155E-2
8,133,-0,148,-6,618E-2
8,167,-0,119,-0,140
8,200,-6,408E-2,-0,207
8,233,-2,731E-2,-0,233
8,267,9,454E-3,-0,258
8,300,0,167,-0,259
8,333,0,214,-0,220
8,367,0,295,-4,832E-2
8,400,0,278,9,454E-2
8,433,0,232,0,165
8,467,5,567E-2,0,276
8,500,-3,151E-2,0,259
8,533,-9,454E-2,0,210
8,567,-0,116,0,184
8,600,-0,158,6,197E-2
8,633,-0,162,-1,261E-2
8,667,-0,150,-0,102
8,700,-0,101,-0,170
8,733,-4,307E-2,-0,232
8,767,4,517E-2,-0,274
8,800,0,120,-0,268
8,833,0,137,-0,257
8,867,0,269,-9,769E-2
8,900,0,256,7,038E-2
8,933,0,262,6,408E-2
8,967,7,878E-2,0,276
9,000,2,626E-2,0,275
9,033,-9,349E-2,0,211
9,067,-0,138,0,144
9,100,-0,158,6,723E-2
9,133,-0,164,-1,366E-2
9,167,-0,143,-0,101
9,200,-9,769E-2,-0,182
9,233,-3,256E-2,-0,241
9,267,2,311E-2,-0,274
9,300,0,179,-0,257
9,333,0,263,-0,165
9,367,0,277,-1,471E-2
9,400,0,248,0,113
9,433,0,186,0,172
9,467,0,125,0,231
9,500,-5,147E-2,0,249
9,533,-0,119,0,184
9,567,-0,140,0,146
9,600,-0,162,2,311E-2
